date,product_id,product_name,category,units_sold,unit_price,discount_pct,gross_revenue,units_returned,return_rate,net_units_sold,net_revenue,cogs_per_unit,cogs_total,gross_profit,gross_margin_pct,marketing_spend,competitor_price,price_vs_competitor,economic_index,consumer_sentiment,csat_score,is_holiday,is_weekend,is_black_friday_week,is_cyber_monday,is_prime_day,day_of_week,month,quarter,season,season_ord,revenue_lag_1d,revenue_lag_7d,revenue_lag_30d,revenue_roll7_mean,revenue_roll30_mean,revenue_roll7_std,units_lag_1d,units_roll7_mean,target_next_day_revenue,is_high_demand_spike,day_name,year
2022-02-13,P006,Protein Powder,Health & Beauty,260,50.18,0.75,13046.8,9,0.0381,251,12595.18,23.56,5913.56,6681.62,53.05,1029.01,57.3,0.8757,104.42,79.49,3.8,0,1,0,0,0,6,2,1,Winter,1,12113.01,12458.16,10543.5,11267.58,11383.99,1134.93,285.0,249.29,12466.32,0,Sunday,2022
2022-02-14,P006,Protein Powder,Health & Beauty,261,49.08,1.97,12809.88,7,0.028,254,12466.32,19.5,4953.0,7513.32,60.27,952.79,46.05,1.0658,104.38,79.95,4.0,0,0,0,0,0,0,2,1,Winter,1,12595.18,9261.7,12009.14,11725.38,11399.23,782.6,260.0,257.0,10325.61,0,Monday,2022
2022-02-15,P006,Protein Powder,Health & Beauty,236,45.09,9.94,10641.24,7,0.0335,229,10325.61,20.58,4712.82,5612.79,54.36,1077.3,47.54,0.9485,105.19,78.39,4.4,0,0,0,0,0,1,2,1,Winter,1,12466.32,10423.6,10847.52,11711.38,11381.83,810.16,261.0,258.0,10008.04,0,Tuesday,2022
2022-02-16,P006,Protein Powder,Health & Beauty,228,46.12,8.0,10515.36,11,0.0501,217,10008.04,23.41,5079.97,4928.07,49.24,935.64,44.4,1.0387,101.19,73.98,4.3,0,0,0,0,0,2,2,1,Winter,1,10325.61,11359.74,17283.04,11518.28,11139.33,1037.21,236.0,255.86,11041.16,0,Wednesday,2022
2022-02-17,P006,Protein Powder,Health & Beauty,230,49.96,0.57,11490.8,9,0.0426,221,11041.16,25.76,5692.96,5348.2,48.44,754.99,54.83,0.9112,101.02,78.57,4.0,0,0,0,0,0,3,2,1,Winter,1,10008.04,11150.1,11349.65,11502.72,11129.05,1044.45,228.0,254.0,11931.48,0,Thursday,2022
2022-02-18,P006,Protein Powder,Health & Beauty,276,47.16,5.83,13016.16,23,0.0846,253,11931.48,19.02,4812.06,7119.42,59.67,946.52,51.38,0.9179,102.28,75.47,4.4,0,0,0,0,0,4,2,1,Winter,1,11041.16,11969.7,9227.46,11497.26,11219.18,1041.69,230.0,253.71,13579.81,0,Friday,2022
2022-02-19,P006,Protein Powder,Health & Beauty,284,50.11,0.8,14231.24,13,0.0465,271,13579.81,19.1,5176.1,8403.71,61.88,947.22,58.5,0.8566,100.88,71.79,3.9,0,1,0,0,0,5,2,1,Winter,1,11931.48,12113.01,11916.15,11706.8,11274.64,1301.36,276.0,253.57,12366.18,0,Saturday,2022
2022-02-20,P006,Protein Powder,Health & Beauty,277,47.38,6.11,13124.26,16,0.059,261,12366.18,21.32,5564.52,6801.66,55.0,835.63,45.52,1.0409,105.85,76.85,3.9,0,1,0,0,0,6,2,1,Winter,1,13579.81,12595.18,9964.0,11674.09,11354.71,1277.98,284.0,256.0,16657.74,0,Sunday,2022
2022-02-21,P006,Protein Powder,Health & Beauty,433,39.38,21.61,17051.54,10,0.0241,423,16657.74,19.77,8362.71,8295.03,49.8,901.44,48.23,0.8165,103.02,75.63,3.7,1,0,0,0,0,0,2,1,Winter,1,12366.18,12466.32,14695.29,12272.86,11420.12,2291.24,277.0,280.57,11729.47,0,Monday,2022
2022-02-22,P006,Protein Powder,Health & Beauty,257,48.67,3.24,12508.19,16,0.064,241,11729.47,19.17,4619.97,7109.5,60.61,786.32,51.95,0.9369,105.81,76.44,4.2,0,0,0,0,0,1,2,1,Winter,1,16657.74,10325.61,10773.13,12473.41,11452.0,2149.45,433.0,283.57,10660.44,0,Tuesday,2022
2022-02-23,P006,Protein Powder,Health & Beauty,237,48.02,4.58,11380.74,15,0.0642,222,10660.44,25.87,5743.14,4917.3,46.13,891.04,50.41,0.9526,102.14,79.19,4.5,0,0,0,0,0,2,2,1,Winter,1,11729.47,10008.04,9627.93,12566.61,11486.42,2035.88,257.0,284.86,11539.22,0,Wednesday,2022
2022-02-24,P006,Protein Powder,Health & Beauty,265,45.43,9.43,12038.95,11,0.044,254,11539.22,23.99,6093.46,5445.76,47.19,1029.38,52.54,0.8647,105.57,75.74,3.9,0,0,0,0,0,3,2,1,Winter,1,10660.44,11041.16,9150.6,12637.76,11566.04,1981.66,237.0,289.86,10343.26,0,Thursday,2022
2022-02-25,P006,Protein Powder,Health & Beauty,223,50.21,0.15,11196.83,17,0.0802,206,10343.26,21.17,4361.02,5982.24,57.84,844.69,45.58,1.1016,102.34,74.39,4.4,0,0,0,0,0,4,2,1,Winter,1,11539.22,11931.48,10739.37,12410.87,11552.84,2158.99,265.0,282.29,14704.56,0,Friday,2022
2022-02-26,P006,Protein Powder,Health & Beauty,329,47.13,6.29,15505.77,17,0.0534,312,14704.56,21.98,6857.76,7846.8,53.36,946.63,54.88,0.8588,103.67,76.69,3.8,0,1,0,0,0,5,2,1,Winter,1,10343.26,13579.81,12272.64,12571.55,11633.9,2297.87,223.0,288.71,13519.22,0,Saturday,2022
2022-02-27,P006,Protein Powder,Health & Beauty,304,47.27,5.47,14370.08,18,0.0605,286,13519.22,21.58,6171.88,7347.34,54.35,932.78,48.98,0.9651,102.38,77.67,4.4,0,1,0,0,0,6,2,1,Winter,1,14704.56,12366.18,11880.69,12736.27,11688.52,2321.9,329.0,292.57,10728.72,0,Sunday,2022
2022-02-28,P006,Protein Powder,Health & Beauty,231,49.67,0.17,11473.77,15,0.0657,216,10728.72,20.55,4438.8,6289.92,58.63,748.69,44.27,1.122,104.83,78.38,4.5,0,0,0,0,0,0,2,1,Winter,1,13519.22,16657.74,13338.56,11889.27,11601.52,1631.86,304.0,263.71,9292.14,0,Monday,2022
2022-03-01,P006,Protein Powder,Health & Beauty,213,46.93,5.86,9996.09,15,0.074,198,9292.14,21.94,4344.12,4948.02,53.25,903.41,44.58,1.0527,101.98,71.72,4.0,0,0,0,0,0,1,3,1,Spring,2,10728.72,11729.47,12083.52,11541.08,11508.48,1908.25,231.0,257.43,11341.95,0,Tuesday,2022
2022-03-02,P006,Protein Powder,Health & Beauty,265,45.55,9.77,12070.75,16,0.0641,249,11341.95,24.5,6100.5,5241.45,46.21,796.9,50.46,0.9027,104.29,81.25,4.6,0,0,0,0,0,2,3,1,Spring,2,9292.14,10660.44,9500.06,11638.44,11569.87,1872.89,213.0,261.43,10194.94,0,Wednesday,2022
2022-03-03,P006,Protein Powder,Health & Beauty,213,49.49,1.47,10541.37,7,0.0333,206,10194.94,25.41,5234.46,4960.48,48.66,750.75,48.04,1.0302,104.83,71.52,4.3,0,0,0,0,0,3,3,1,Spring,2,11341.95,11539.22,9106.5,11446.4,11606.15,1952.01,265.0,254.0,8611.94,0,Thursday,2022
2022-03-04,P006,Protein Powder,Health & Beauty,184,49.78,0.12,9159.52,11,0.0637,173,8611.94,25.07,4337.11,4274.83,49.64,797.6,48.37,1.0292,103.19,74.88,3.8,0,0,0,0,0,4,3,1,Spring,2,10194.94,10343.26,11403.4,11199.07,11513.11,2207.98,213.0,248.43,12293.6,0,Friday,2022
2022-03-05,P006,Protein Powder,Health & Beauty,274,48.4,3.57,13261.6,20,0.0732,254,12293.6,21.77,5529.58,6764.02,55.02,853.7,44.74,1.0818,105.12,78.95,3.8,0,1,0,0,0,5,3,1,Spring,2,8611.94,14704.56,9062.67,10854.64,11620.8,1699.52,184.0,240.57,12027.05,0,Saturday,2022
2022-03-06,P006,Protein Powder,Health & Beauty,266,49.09,1.89,13057.94,21,0.0814,245,12027.05,23.32,5713.4,6313.65,52.5,1011.65,50.94,0.9637,103.1,74.26,4.5,0,1,0,0,0,6,3,1,Spring,2,12293.6,13519.22,10858.3,10641.48,11659.76,1371.54,274.0,235.14,10152.68,0,Sunday,2022
2022-03-07,P006,Protein Powder,Health & Beauty,217,47.89,4.72,10392.13,5,0.0239,212,10152.68,20.71,4390.52,5762.16,56.76,826.26,46.26,1.0352,104.6,76.99,3.8,0,0,0,0,0,0,3,1,Spring,2,12027.05,10728.72,13098.8,10559.19,11561.56,1382.67,266.0,233.14,11028.92,0,Monday,2022
2022-03-08,P006,Protein Powder,Health & Beauty,260,46.34,8.2,12048.4,22,0.0879,238,11028.92,24.17,5752.46,5276.46,47.84,845.06,52.0,0.8912,106.35,75.95,3.7,0,0,0,0,0,1,3,1,Spring,2,10152.68,9292.14,12458.16,10807.3,11513.92,1268.53,217.0,239.86,9069.36,0,Tuesday,2022
2022-03-09,P006,Protein Powder,Health & Beauty,199,48.76,2.37,9703.24,13,0.0668,186,9069.36,20.64,3839.04,5230.32,57.67,1061.25,47.46,1.0274,101.57,72.88,4.1,0,0,0,0,0,2,3,1,Spring,2,11028.92,11341.95,9261.7,10482.64,11507.5,1393.54,260.0,230.43,12342.4,0,Wednesday,2022
2022-03-10,P006,Protein Powder,Health & Beauty,286,46.4,7.23,13270.4,20,0.0708,266,12342.4,25.82,6868.12,5474.28,44.35,810.53,54.6,0.8498,104.46,72.69,4.9,0,0,0,0,0,3,3,1,Spring,2,9069.36,10194.94,10423.6,10789.42,11571.46,1547.52,199.0,240.86,12863.76,0,Thursday,2022
2022-03-11,P006,Protein Powder,Health & Beauty,282,48.36,4.11,13637.52,16,0.0587,266,12863.76,25.62,6814.92,6048.84,47.02,753.87,57.23,0.845,104.81,79.74,4.6,0,0,0,0,0,4,3,1,Spring,2,12342.4,8611.94,11359.74,11396.82,11621.6,1375.24,286.0,254.86,12666.98,0,Friday,2022
2022-03-12,P006,Protein Powder,Health & Beauty,277,49.87,1.56,13813.99,23,0.0859,254,12666.98,20.95,5321.3,7345.68,57.99,775.6,51.37,0.9708,103.52,72.39,4.1,0,1,0,0,0,5,3,1,Spring,2,12863.76,12293.6,11150.1,11450.16,11672.16,1422.26,282.0,255.29,15055.04,0,Saturday,2022
2022-03-13,P006,Protein Powder,Health & Beauty,331,48.88,3.27,16179.28,23,0.0714,308,15055.04,23.16,7133.28,7921.76,52.62,995.34,54.26,0.9008,105.32,73.39,4.3,0,1,0,0,0,6,3,1,Spring,2,12666.98,12027.05,11969.7,11882.73,11775.01,1978.61,277.0,264.57,12633.5,0,Sunday,2022
2022-03-14,P006,Protein Powder,Health & Beauty,298,45.94,8.6,13690.12,23,0.0793,275,12633.5,22.67,6234.25,6399.25,50.65,738.43,49.35,0.9309,106.45,71.99,4.7,0,0,0,0,0,0,3,1,Spring,2,15055.04,10152.68,12113.01,12237.14,11792.36,1833.97,331.0,276.14,8998.68,0,Monday,2022
2022-03-15,P006,Protein Powder,Health & Beauty,201,48.38,2.62,9724.38,15,0.0775,186,8998.68,22.77,4235.22,4763.46,52.94,777.42,44.61,1.0845,105.75,70.99,4.2,0,0,0,0,0,1,3,1,Spring,2,12633.5,11028.92,12595.18,11947.1,11672.47,2184.02,298.0,267.71,10667.72,0,Tuesday,2022
2022-03-16,P006,Protein Powder,Health & Beauty,235,49.16,2.18,11552.6,18,0.0803,217,10667.72,21.48,4661.16,6006.56,56.31,734.18,58.79,0.8362,103.96,77.01,3.5,0,0,0,0,0,2,3,1,Spring,2,8998.68,9069.36,12466.32,12175.44,11612.52,1897.81,201.0,272.86,12300.8,0,Wednesday,2022
2022-03-17,P006,Protein Powder,Health & Beauty,268,49.6,0.58,13292.8,20,0.0758,248,12300.8,20.88,5178.24,7122.56,57.9,797.61,58.45,0.8486,104.48,76.09,4.0,0,0,0,0,0,3,3,1,Spring,2,10667.72,12342.4,10325.61,12169.5,11678.36,1897.27,235.0,270.29,13174.38,0,Thursday,2022
2022-03-18,P006,Protein Powder,Health & Beauty,288,47.22,5.27,13599.36,9,0.0331,279,13174.38,21.9,6110.1,7064.28,53.62,837.86,55.58,0.8496,102.49,68.27,4.4,0,0,0,0,0,4,3,1,Spring,2,12300.8,12863.76,10008.04,12213.87,11783.9,1919.71,268.0,271.14,13193.79,0,Friday,2022
2022-03-19,P006,Protein Powder,Health & Beauty,313,45.03,10.19,14094.39,20,0.0639,293,13193.79,23.82,6979.26,6214.53,47.1,958.23,48.77,0.9233,102.31,71.13,4.5,0,1,0,0,0,5,3,1,Spring,2,13174.38,12666.98,11041.16,12289.13,11855.66,1950.52,288.0,276.29,13983.04,0,Saturday,2022
2022-03-20,P006,Protein Powder,Health & Beauty,312,47.24,6.38,14738.88,16,0.053,296,13983.04,25.89,7663.44,6319.6,45.19,1001.92,49.45,0.9553,106.92,77.25,4.7,0,1,0,0,0,6,3,1,Spring,2,13193.79,15055.04,11931.48,12135.99,11924.04,1726.36,313.0,273.57,13051.96,0,Sunday,2022
2022-03-21,P006,Protein Powder,Health & Beauty,295,46.12,8.73,13605.4,12,0.0435,283,13051.96,23.68,6701.44,6350.52,48.66,878.28,57.79,0.7981,106.25,76.94,3.8,0,0,0,0,0,0,3,1,Spring,2,13983.04,12633.5,13579.81,12195.77,11906.45,1753.5,312.0,273.14,13038.4,0,Monday,2022
2022-03-22,P006,Protein Powder,Health & Beauty,301,46.4,6.82,13966.4,20,0.0668,281,13038.4,25.94,7289.14,5749.26,44.09,910.8,50.96,0.9105,104.93,78.91,4.0,0,0,0,0,0,1,3,1,Spring,2,13051.96,8998.68,12366.18,12772.87,11928.86,1049.27,295.0,287.43,12113.26,0,Tuesday,2022
2022-03-23,P006,Protein Powder,Health & Beauty,267,48.26,4.22,12885.42,16,0.0604,251,12113.26,25.22,6330.22,5783.04,47.74,780.21,56.28,0.8575,105.97,76.85,4.3,0,0,0,0,0,2,3,1,Spring,2,13038.4,10667.72,16657.74,12979.38,11777.37,620.58,301.0,292.0,12726.39,0,Wednesday,2022
2022-03-24,P006,Protein Powder,Health & Beauty,292,47.31,5.94,13814.52,23,0.0805,269,12726.39,24.4,6563.6,6162.79,48.43,937.17,53.95,0.8769,102.15,78.59,4.2,0,0,0,0,0,3,3,1,Spring,2,12113.26,12300.8,11729.47,13040.17,11810.6,561.01,267.0,295.43,12906.62,0,Thursday,2022
2022-03-25,P006,Protein Powder,Health & Beauty,293,47.98,4.97,14058.14,24,0.0839,269,12906.62,20.43,5495.67,7410.95,57.42,859.63,54.17,0.8857,102.31,75.81,4.0,0,0,0,0,0,4,3,1,Spring,2,12726.39,13174.38,10660.44,13001.92,11885.48,559.46,292.0,296.14,14169.61,0,Friday,2022
2022-03-26,P006,Protein Powder,Health & Beauty,320,47.39,5.47,15164.8,21,0.0687,299,14169.61,23.52,7032.48,7137.13,50.37,896.05,58.88,0.8049,106.89,74.16,4.2,0,1,0,0,0,5,3,1,Spring,2,12906.62,13193.79,11539.22,13141.33,11973.16,715.15,293.0,297.14,14389.5,0,Saturday,2022
2022-03-27,P006,Protein Powder,Health & Beauty,341,45.25,9.1,15430.25,23,0.0689,318,14389.5,22.59,7183.62,7205.88,50.08,806.87,55.76,0.8115,106.08,73.16,4.1,0,1,0,0,0,6,3,1,Spring,2,14169.61,13983.04,10343.26,13199.39,12108.03,805.65,320.0,301.29,10809.58,0,Sunday,2022
2022-03-28,P006,Protein Powder,Health & Beauty,246,47.83,3.81,11766.18,20,0.083,226,10809.58,23.35,5277.1,5532.48,51.18,791.55,46.61,1.0262,107.15,75.1,3.6,0,0,0,0,0,0,3,1,Spring,2,14389.5,13051.96,14704.56,12879.05,11978.2,1215.57,341.0,294.29,11496.04,0,Monday,2022
2022-03-29,P006,Protein Powder,Health & Beauty,267,45.26,9.31,12084.42,13,0.0488,254,11496.04,24.58,6243.32,5252.72,45.69,746.98,49.69,0.9108,106.51,77.09,4.3,0,0,0,0,0,1,3,1,Spring,2,10809.58,13038.4,13519.22,12658.71,11910.76,1317.39,246.0,289.43,10066.77,0,Tuesday,2022
2022-03-30,P006,Protein Powder,Health & Beauty,207,49.59,1.84,10265.13,4,0.0239,203,10066.77,19.75,4009.25,6057.52,60.17,851.73,46.5,1.0665,103.3,74.86,3.5,0,0,0,0,0,2,3,1,Spring,2,11496.04,12113.26,10728.72,12366.36,11888.69,1644.96,267.0,280.86,9407.45,0,Wednesday,2022
2022-03-31,P006,Protein Powder,Health & Beauty,224,45.89,9.14,10279.36,19,0.089,205,9407.45,25.86,5301.3,4106.15,43.65,1075.76,45.21,1.015,104.5,75.61,3.9,0,0,0,0,0,3,3,1,Spring,2,10066.77,12726.39,9292.14,11892.22,11892.54,1970.08,207.0,271.14,12719.55,0,Thursday,2022
2022-04-01,P006,Protein Powder,Health & Beauty,309,44.63,10.38,13790.67,24,0.0794,285,12719.55,22.8,6498.0,6221.55,48.91,1022.99,53.75,0.8303,104.43,71.62,4.4,0,0,0,0,0,4,4,2,Spring,2,9407.45,12906.62,11341.95,11865.5,11938.46,1955.24,224.0,273.43,11886.84,0,Friday,2022
2022-04-02,P006,Protein Powder,Health & Beauty,268,47.17,6.42,12641.56,16,0.0612,252,11886.84,19.65,4951.8,6935.04,58.34,999.98,46.76,1.0088,103.77,77.04,4.0,0,1,0,0,0,5,4,2,Spring,2,12719.55,14169.61,10194.94,11539.39,11994.85,1677.54,309.0,266.0,12415.14,0,Saturday,2022
2022-04-03,P006,Protein Powder,Health & Beauty,296,44.82,10.96,13266.72,19,0.0644,277,12415.14,21.56,5972.12,6443.02,51.9,1076.5,47.89,0.9359,105.18,73.36,4.0,0,1,0,0,0,6,4,2,Spring,2,11886.84,14389.5,8611.94,11257.34,12121.63,1222.83,268.0,259.57,10791.0,0,Sunday,2022
2022-04-04,P006,Protein Powder,Health & Beauty,240,49.05,3.28,11772.0,20,0.086,220,10791.0,22.8,5016.0,5775.0,53.52,991.48,51.51,0.9522,104.82,67.42,4.1,0,0,0,0,0,0,4,2,Spring,2,12415.14,10809.58,12293.6,11254.68,12071.54,1223.98,296.0,258.71,12275.64,0,Monday,2022
2022-04-05,P006,Protein Powder,Health & Beauty,267,50.31,0.24,13432.77,23,0.0883,244,12275.64,21.16,5163.04,7112.6,57.94,745.69,55.06,0.9137,103.62,71.82,4.5,0,0,0,0,0,1,4,2,Spring,2,10791.0,11496.04,12027.05,11366.06,12079.83,1283.62,240.0,258.71,10489.66,0,Tuesday,2022
2022-04-06,P006,Protein Powder,Health & Beauty,254,45.02,9.64,11435.08,21,0.0827,233,10489.66,24.34,5671.22,4818.44,45.94,1045.4,44.98,1.0009,103.98,75.97,3.7,0,0,0,0,0,2,4,2,Spring,2,12275.64,10066.77,10152.68,11426.47,12091.06,1220.69,267.0,265.43,13158.6,0,Wednesday,2022
2022-04-07,P006,Protein Powder,Health & Beauty,284,48.2,3.76,13688.8,11,0.0413,273,13158.6,21.44,5853.12,7305.48,55.52,788.15,56.62,0.8513,107.25,78.01,4.5,0,0,0,0,0,3,4,2,Spring,2,10489.66,9407.45,11028.92,11962.35,12162.05,987.77,254.0,274.0,12975.6,0,Thursday,2022
2022-04-08,P006,Protein Powder,Health & Beauty,271,49.15,2.08,13319.65,7,0.0261,264,12975.6,24.58,6489.12,6486.48,49.99,759.66,54.05,0.9093,105.26,72.24,4.2,0,0,0,0,0,4,4,2,Spring,2,13158.6,12719.55,9069.36,11998.93,12292.26,1024.54,284.0,268.57,13356.0,0,Friday,2022
2022-04-09,P006,Protein Powder,Health & Beauty,320,44.52,10.57,14246.4,20,0.0636,300,13356.0,24.53,7359.0,5997.0,44.9,1079.67,48.74,0.9134,104.36,68.56,3.3,0,1,0,0,0,5,4,2,Spring,2,12975.6,11886.84,12342.4,12208.81,12326.04,1141.55,271.0,276.0,14682.0,0,Saturday,2022
2022-04-10,P006,Protein Powder,Health & Beauty,311,48.94,3.0,15220.34,11,0.0374,300,14682.0,22.32,6696.0,7986.0,54.39,762.36,54.82,0.8927,105.18,69.57,3.5,0,1,0,0,0,6,4,2,Spring,2,13356.0,12415.14,12863.76,12532.64,12386.65,1480.93,320.0,278.14,11971.96,0,Sunday,2022
2022-04-11,P006,Protein Powder,Health & Beauty,272,47.32,6.25,12871.04,19,0.0735,253,11971.96,20.44,5171.32,6800.64,56.8,1060.56,51.8,0.9135,102.99,70.13,4.2,0,0,0,0,0,0,4,2,Spring,2,14682.0,10791.0,12666.98,12701.35,12363.48,1306.44,311.0,282.71,11582.99,0,Monday,2022
2022-04-12,P006,Protein Powder,Health & Beauty,277,45.07,10.72,12484.39,20,0.0738,257,11582.99,24.8,6373.6,5209.39,44.97,766.06,54.96,0.8201,104.82,66.81,4.0,0,0,0,0,0,1,4,2,Spring,2,11971.96,12275.64,15055.04,12602.4,12247.75,1368.8,272.0,284.14,12681.99,0,Tuesday,2022
2022-04-13,P006,Protein Powder,Health & Beauty,268,48.59,2.78,13022.12,7,0.0278,261,12681.99,20.81,5431.41,7250.58,57.17,874.78,56.45,0.8608,105.09,74.64,4.0,0,0,0,0,0,2,4,2,Spring,2,11582.99,10489.66,12633.5,12915.59,12249.37,1008.1,277.0,286.14,12001.65,0,Wednesday,2022
2022-04-14,P006,Protein Powder,Health & Beauty,286,44.95,9.74,12855.7,19,0.0673,267,12001.65,25.03,6683.01,5318.64,44.32,822.18,52.01,0.8643,104.36,73.8,4.7,0,0,0,0,0,3,4,2,Spring,2,12681.99,13158.6,8998.68,12750.31,12349.46,1055.36,268.0,286.43,12981.08,0,Thursday,2022
2022-04-15,P006,Protein Powder,Health & Beauty,264,50.12,0.32,13231.68,5,0.0215,259,12981.08,19.71,5104.89,7876.19,60.67,989.0,57.56,0.8707,104.32,69.49,4.6,0,0,0,0,0,4,4,2,Spring,2,12001.65,12975.6,10667.72,12751.1,12426.58,1055.55,286.0,285.43,13988.12,0,Friday,2022
2022-04-16,P006,Protein Powder,Health & Beauty,321,46.94,7.49,15067.74,23,0.0724,298,13988.12,22.02,6561.96,7426.16,53.09,1021.99,56.25,0.8345,105.23,71.86,4.6,0,1,0,0,0,5,4,2,Spring,2,12981.08,13356.0,12300.8,12841.4,12482.82,1139.62,264.0,285.57,15878.0,0,Saturday,2022
2022-04-17,P006,Protein Powder,Health & Beauty,347,46.7,7.93,16204.9,7,0.0226,340,15878.0,20.72,7044.8,8833.2,55.63,808.72,56.21,0.8308,105.7,72.24,3.8,0,1,0,0,0,6,4,2,Spring,2,13988.12,14682.0,13174.38,13012.26,12572.94,1495.62,321.0,290.71,9265.92,0,Sunday,2022
2022-04-18,P006,Protein Powder,Health & Beauty,210,48.26,3.85,10134.6,18,0.0876,192,9265.92,22.91,4398.72,4867.2,52.53,1067.51,45.25,1.0665,104.13,70.27,4.0,0,0,0,0,0,0,4,2,Spring,2,15878.0,11971.96,13193.79,12625.68,12442.01,2054.58,347.0,281.86,13634.4,0,Monday,2022
2022-04-19,P006,Protein Powder,Health & Beauty,311,45.6,9.76,14181.6,12,0.0397,299,13634.4,22.35,6682.65,6951.75,50.99,957.9,57.87,0.788,104.88,74.48,3.4,0,0,0,0,0,1,4,2,Spring,2,9265.92,11582.99,13983.04,12918.74,12430.39,2027.19,210.0,286.71,12260.43,0,Tuesday,2022
2022-04-20,P006,Protein Powder,Health & Beauty,297,44.91,9.8,13338.27,24,0.0839,273,12260.43,20.25,5528.25,6732.18,54.91,785.91,58.66,0.7656,102.03,70.07,3.9,0,0,0,0,0,2,4,2,Spring,2,13634.4,12681.99,13051.96,12858.51,12404.01,2041.61,311.0,290.86,10673.69,0,Wednesday,2022
2022-04-21,P006,Protein Powder,Health & Beauty,249,46.61,6.94,11605.89,20,0.084,229,10673.69,24.28,5560.12,5113.57,47.91,985.16,46.62,0.9998,103.72,70.01,3.9,0,0,0,0,0,3,4,2,Spring,2,12260.43,12001.65,13038.4,12668.81,12325.18,2190.75,297.0,285.57,9710.14,0,Thursday,2022
2022-04-22,P006,Protein Powder,Health & Beauty,222,46.46,7.08,10314.12,13,0.0623,209,9710.14,25.81,5394.29,4315.85,44.45,818.9,48.91,0.9499,103.62,73.84,4.4,0,0,0,0,0,4,4,2,Spring,2,10673.69,12981.08,12113.26,12201.53,12245.08,2446.9,249.0,279.57,16061.36,0,Friday,2022
2022-04-23,P006,Protein Powder,Health & Beauty,340,49.88,0.36,16959.2,18,0.0541,322,16061.36,20.69,6662.18,9399.18,58.52,821.27,59.05,0.8447,105.05,70.43,3.9,0,1,0,0,0,5,4,2,Spring,2,9710.14,13988.12,12726.39,12497.71,12356.24,2799.3,222.0,282.29,13797.4,0,Saturday,2022
2022-04-24,P006,Protein Powder,Health & Beauty,313,46.3,8.52,14491.9,15,0.0485,298,13797.4,22.2,6615.6,7181.8,52.05,889.25,55.01,0.8417,104.41,70.5,3.9,0,1,0,0,0,6,4,2,Spring,2,16061.36,15878.0,12906.62,12200.48,12385.94,2471.87,340.0,277.43,10885.76,0,Sunday,2022
2022-04-25,P006,Protein Powder,Health & Beauty,252,46.72,6.22,11773.44,19,0.0775,233,10885.76,25.69,5985.77,4899.99,45.01,798.88,56.43,0.8279,103.78,74.19,4.0,0,0,0,0,0,0,4,2,Spring,2,13797.4,9265.92,14169.61,12431.88,12276.48,2213.7,313.0,283.43,10099.53,0,Monday,2022
2022-04-26,P006,Protein Powder,Health & Beauty,226,48.79,3.5,11026.54,19,0.0862,207,10099.53,22.06,4566.42,5533.11,54.79,846.86,44.28,1.1019,102.29,76.12,4.5,0,0,0,0,0,1,4,2,Spring,2,10885.76,13634.4,14389.5,11926.9,12133.48,2295.34,252.0,271.29,11013.91,0,Tuesday,2022
2022-04-27,P006,Protein Powder,Health & Beauty,251,47.27,5.79,11864.77,18,0.0753,233,11013.91,25.09,5845.97,5167.94,46.92,826.9,53.87,0.8775,104.05,71.86,4.1,0,0,0,0,0,2,4,2,Spring,2,10099.53,12260.43,10809.58,11748.83,12140.29,2313.44,226.0,264.71,11523.88,0,Wednesday,2022
2022-04-28,P006,Protein Powder,Health & Beauty,242,48.83,1.95,11816.86,6,0.0284,236,11523.88,19.22,4535.92,6987.96,60.64,768.9,49.14,0.9937,105.11,71.82,4.2,0,0,0,0,0,3,4,2,Spring,2,11013.91,10673.69,11496.04,11870.28,12141.22,2269.48,251.0,263.71,11829.3,0,Thursday,2022
2022-04-29,P006,Protein Powder,Health & Beauty,273,45.15,10.48,12325.95,11,0.0413,262,11829.3,22.11,5792.82,6036.48,51.03,952.72,58.8,0.7679,103.69,74.86,4.0,0,0,0,0,0,4,4,2,Spring,2,11523.88,9710.14,10066.77,12173.02,12199.97,2065.48,242.0,271.0,12427.36,0,Friday,2022
2022-04-30,P006,Protein Powder,Health & Beauty,276,49.12,3.13,13557.12,23,0.0843,253,12427.36,21.3,5388.9,7038.46,56.64,724.25,53.11,0.9249,105.57,73.25,4.9,0,1,0,0,0,5,4,2,Spring,2,11829.3,16061.36,9407.45,11653.88,12300.63,1201.12,273.0,261.86,16660.15,0,Saturday,2022
2022-05-01,P006,Protein Powder,Health & Beauty,369,46.15,9.0,17029.35,8,0.0231,361,16660.15,22.02,7949.22,8710.93,52.29,766.22,58.54,0.7883,105.24,74.46,4.0,0,1,0,0,0,6,5,2,Spring,2,12427.36,13797.4,12719.55,12062.84,12431.98,2158.45,276.0,269.86,10858.36,0,Sunday,2022
2022-05-02,P006,Protein Powder,Health & Beauty,256,46.01,9.08,11778.56,20,0.0798,236,10858.36,19.22,4535.92,6322.44,58.23,792.82,44.98,1.0229,103.85,74.38,4.9,0,0,0,0,0,0,5,2,Spring,2,16660.15,10885.76,11886.84,12058.93,12397.7,2160.97,369.0,270.43,10442.0,0,Monday,2022
